ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
1904458-20080505,1904458,331126,1,K. O. T. INVESTMENTS LLC,K. O. T. INVESTMENTS LLC,3928 S SCOVILLE AVE,STICKNEY,IL,60402,,,,,1011,Home Repair,,,1904458.0,ISSUE,05/05/2008,05/05/2008,05/05/2008,N,05/05/2008,05/15/2010,05/05/2008,05/05/2008,AAI,,,,,
1489383-20070216,1788134,253387,1,Kroger Limited Partnership II,Peyton's Northern,1111 S ADAMS ST,BLUFFTON,IN,46714,,,,,1784,Tobacco Dealer Wholesale,865,Wholesale Tobacco Product Sales,1489383.0,RENEW,,12/20/2006,01/09/2007,N,02/16/2007,03/15/2008,01/09/2007,01/10/2007,AAI,,,,,
2232430-20130211,2232430,325018,51,"TAX SERVICES OF AMERICA, INC.",JACKSON HEWITT TAX SERVICE,3954 W CERMAK RD 1,CHICAGO,IL,60623,24.0,40.0,24-40,10.0,1010,Limited Business License,197,Tax Preparation Services,2232430.0,ISSUE,02/06/2013,02/11/2013,02/11/2013,N,02/11/2013,12/15/2013,02/11/2013,02/11/2013,AAI,,,41.851661493,-87.724436494,"(41.851661493489516, -87.72443649425358)"
1330743-20060216,1667335,257556,1,D. M. N. CONSTRUCTION  PLUMBING AND SEWER INC,D. M. N. CONSTRUCTION PLUMBING AND SEWER INC.,8006 S NEVA AVE,BURBANK,IL,60459,,,,,1011,Home Repair,,,1330743.0,RENEW,,12/21/2005,02/10/2006,N,02/16/2006,02/15/2007,02/10/2006,02/14/2006,AAI,,,,,
20417-20050816,1599869,8282,1,"R.H.A. FOOD & LIQUOR, INC.",SKIP'S FOOD AND LIQUOR,5515 S DAMEN AVE,CHICAGO,IL,60636,15.0,43.0,15-43,7.0,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,20417.0,RENEW,,06/21/2005,08/05/2005,N,08/16/2005,08/15/2006,08/05/2005,08/08/2005,AAI,,,41.793066631,-87.674121429,"(41.79306663087074, -87.67412142900783)"
8121-20030216,1316724,50751,1,IDA CHERNYAK,IDA CHERNYAK,9634  LARAMIE  1ST,SKOKIE,IL,60077,,,,,1525,Massage Therapist,,,8121.0,RENEW,,12/17/2002,01/30/2003,N,02/16/2003,02/15/2004,01/30/2003,01/31/2003,AAI,,,,,
1332912-20030424,1332912,85305,20,"MCDONALD'S RESTAURANTS OF ILLINOIS, INC.","MCDONALD'S REST OF ILLINOIS, INC",4605 W DIVERSEY AVE,CHICAGO,IL,60639,31.0,1.0,31-1,25.0,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1332912.0,ISSUE,02/03/2003,03/04/2003,03/11/2003,N,04/24/2003,02/15/2004,04/01/2003,04/24/2003,AAI,,,41.931481624,-87.742148862,"(41.93148162384158, -87.74214886196569)"
1226181-20030216,1326516,243475,1,ROBERT KOTSCHI JR,GSJ/BREK CONSTRUCTION SERVICES,350  JAN ST,MANHATTAN,IL,60442,,,,,1010,Limited Business License,,,1226181.0,RENEW,,12/17/2002,01/14/2003,N,02/16/2003,02/15/2004,01/14/2003,01/15/2003,AAI,,,,,
2290226-20131015,2290226,383148,4,"TRANSWORLD SYSTEMS, INC.",Transworld Systems Inc.,400  LAKESIDE DR,HORSHAM,PA,19044,,,,,4404,Regulated Business License,912,Debt Collecting - Administrative Commercial Office,2290226.0,ISSUE,,10/14/2013,10/14/2013,N,10/15/2013,07/15/2015,10/14/2013,10/15/2013,AAC,08/14/2014,,,,
1383604-20031216,1383604,266765,1,"UNIVERSAL FOREST PRODUCTS EASTERN DIVISION, INC.",HOME DEPOT INSTALL SERVICE,1118  HUMES RD,JANESVILLE,WI,53545,,,,,1011,Home Repair,,,1383604.0,ISSUE,08/14/2003,12/12/2003,12/15/2003,N,12/16/2003,02/15/2004,12/15/2003,12/16/2003,AAI,,,,,
2217525-20141216,2361775,339164,1,BENJAMIN ORTEGA-SOLIS,BENJAMIN ORTEGA-SOLIS,4247 S HOHMAN,HAMMOND,IN,46327,,,,,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2217525.0,RENEW,,10/15/2014,12/18/2014,N,12/16/2014,12/15/2016,,12/18/2014,AAI,,,,,
1382597-20030902,1382597,266360,1,STAMATIOS TAKTIKOS,STAMATIOS TAKTIKOS,6754 W GUNNISON,HARWOOD HEIGHTS,IL,60706,,,,,1525,Massage Therapist,,,1382597.0,ISSUE,08/05/2003,08/05/2003,08/05/2003,N,09/02/2003,02/15/2004,08/29/2003,09/02/2003,AAI,,,,,
1141060-20020216,1218672,213593,1,CIRCLE W TRACTOR & EG CO INC,CIRCLE W TRACTOR EG. CO. INC,12608 W 159 ST,LOCKPORT,IL,60441,,,,,1010,Limited Business License,,,1141060.0,RENEW,,12/21/2001,01/16/2002,N,02/16/2002,02/15/2003,01/16/2002,01/17/2002,AAI,,,,,
1842253-20110716,2097008,320136,1,SMART TECHNOLOGY SOLUTIONS INC,STS ELECTRIC,836 S ARLINGTON RD  786,ELK GROVE,IL,60007,,,,,1011,Home Repair,,,1842253.0,RENEW,,05/16/2011,11/07/2011,N,07/16/2011,07/15/2013,11/07/2011,11/08/2011,AAC,12/29/2012,,,,
1698255-20100416,2020063,304272,1,"MCQ CONSTRUCTION, INC.","MCQ CONSTRUCTION, INC.",9129  SYCAMORE DR,HICKORY HILLS,IL,60457,,,,,1010,Limited Business License,,,1698255.0,RENEW,,02/11/2010,03/25/2010,N,04/16/2010,04/15/2012,03/25/2010,03/26/2010,AAI,,,,,
2368591-20170116,2500255,385687,1,SHAFEEQ AHMED KHAN,SHAFEEQ AHMED KHAN,9012  MOODY AVE,MORTON GROVE,IL,60053,,,,,4404,Regulated Business License,737,"Preparation of License, Certificate or Permit Applications for Compensation",2368591.0,RENEW,,11/15/2016,01/03/2017,N,01/16/2017,01/15/2019,01/03/2017,01/04/2017,AAI,,,,,
2206573-20121229,2206573,280559,1,JOSEPH M HESSION,HESSION SEWER WATER,6237 W BIRMINGHAM AVE,CHICAGO RIDGE,IL,60415,,,,,4404,Regulated Business License,673,Home Repair Services,2206573.0,ISSUE,,,,N,12/29/2012,04/15/2013,,12/29/2012,AAI,,,,,
32584-20070516,1809749,53846,1,DIRI JOHNSON,JOHNSON'S ICE CREAM,12355 S KEDVALE AVE 1ST,ALSIP,IL,60658,,,,,1315,Mobile Food Dispenser,,,32584.0,RENEW,,03/23/2007,05/07/2007,N,05/16/2007,03/15/2008,06/13/2007,06/14/2007,AAI,,,,,
1520508-20040923,1520508,281832,1,PRIME PROPERTY INVESTORS,PRIME PROPERTY INVESTORS,3100  DUNDEE RD  506,NORTHBROOK,IL,60062,,,,,1020,Residential Real Estate Developer,,,1520508.0,ISSUE,09/22/2004,09/22/2004,09/22/2004,N,09/23/2004,02/15/2005,09/22/2004,09/23/2004,AAI,,,,,
2506371-20161228,2506371,412452,1,72 DEGREES HEATING & COOLING LLC,72 DEGREES HEATING & COOLING LLC,11833 S LAPORTE,ALSIP,IL,60803,,,,,4404,Regulated Business License,901,"Heating, Ventilation and Air Conditioning Services - Residential",2506371.0,ISSUE,12/28/2016,12/28/2016,12/28/2016,N,12/28/2016,01/15/2019,12/28/2016,12/28/2016,AAI,,,,,
1441879-20031001,1441879,268388,1,RUEBEN COLLIER,RUEBEN COLLIER,12211 S VINCENNES   3,BLUE ISLAND,IL,60406,,,,,1604,"Peddler, non-food",,,1441879.0,ISSUE,09/29/2003,10/01/2003,10/01/2003,N,10/01/2003,02/15/2004,,10/01/2003,AAI,,,,,
1695375-20070216,1795542,302960,1,CARRY-ON PROPERTIES INC,CARRY-ON PROPERTIES INC,3223 W LAKE,WILMETTE,IL,60091,,,,,1020,Residential Real Estate Developer,,,1695375.0,RENEW,,12/20/2006,01/11/2007,N,02/16/2007,03/15/2009,01/11/2007,01/12/2007,AAI,,,41.884296751,-87.707160114,"(41.88429675087411, -87.70716011421828)"
2542827-20180716,2600212,418477,1,ELIZABETH CONWAY,ELIZABETH CONWAY,[REDACTED FOR PRIVACY],CHESTERTON,IN,46304,,,,,7009,Pharmaceutical Representative,990,Markets / Promotes Pharmaceuticals to Health Care Professionals and Conducts Business for More than 15 Calendar Days per Year,2542827.0,RENEW,,05/15/2018,06/14/2018,N,07/16/2018,07/15/2019,06/14/2018,06/14/2018,AAI,,,,,
1043337-20020216,1216118,202289,1,James Paul Hacker,Hacker Refrigeration,2171 N 46TH RD,LELAND,IL,60531,,,,,1010,Limited Business License,,,1043337.0,RENEW,,12/20/2001,01/16/2002,N,02/16/2002,02/15/2003,01/16/2002,01/17/2002,AAI,,,,,
1970459-20090615,1970459,213986,3,"DONE RITE RECOVERY SERVICES, INC.",SCOTT EDWARD WISNIEWSKI,3056 E 107TH  1,LANSING,IL,60438,,,,,1842,Repossessor Class B Employee,,,1970459.0,ISSUE,05/14/2009,05/14/2009,05/14/2009,N,06/15/2009,09/15/2009,06/15/2009,06/15/2009,AAI,,,,,
1336325-20040216,1467125,260118,1,WEBSTER CONSTRUCTION GROUP INC.,WEBSTER CONSTRUCTION GROUP INC.,848  MEADOWLARK LN,GLENVIEW,IL,60025,,,,,1011,Home Repair,,,1336325.0,RENEW,,12/15/2003,03/09/2004,N,02/16/2004,02/15/2005,12/22/2003,03/09/2004,AAI,,,,,
1334037-20040216,1466779,258950,1,CHARLES A WILLIAMS SR,CAW GROUP HOME IMPROVEMENT,1100  NICHOLS,MAYWOOD,IL,60153,,,,,1011,Home Repair,,,1334037.0,RENEW,,12/15/2003,02/24/2004,N,02/16/2004,02/15/2005,12/22/2003,02/24/2004,AAI,,,,,
1332700-20030203,1332700,57651,3,AAF MCQUAY INC,AAF MCQUAY INC,175  HANSEN CT  103,WOOD DALE,IL,60191,,,,,1010,Limited Business License,,,1332700.0,C_LOC,01/30/2003,01/30/2003,01/31/2003,N,02/03/2003,02/15/2004,01/31/2003,02/03/2003,AAI,,,,,
1998077-20090925,1998077,347569,1,"W4Sight, LLC","W4Sight, LLC",1818 W LELAND AVE 3 300,CHICAGO,IL,60640,47.0,36.0,47-36,19.0,1012,Home Occupation,,,1998077.0,ISSUE,,09/23/2009,09/23/2009,N,09/25/2009,07/15/2011,09/24/2009,09/25/2009,AAI,,31.0,41.967080795,-87.675496027,"(41.967080794942035, -87.67549602738724)"
2002752-20091016,2002752,348174,1,"MIDWEST RESTORATION & CONSTRUCTION, INC.","MIDWEST RESTORATION & CONSTRUCTION, INC.",539 N EVERGREEN AVE,ELMHURTS,IL,60126,,,,,1011,Home Repair,,,2002752.0,ISSUE,10/16/2009,10/16/2009,10/16/2009,N,10/16/2009,11/15/2011,10/16/2009,10/16/2009,AAI,,,,,
23416-20100316,2015132,52544,1,JOSEPH CONSTRUCTION CO,JOSEPH CONSTRUCTION CO,3250 E GLENWOOD DYER R   1,LYNWOOD,IL,60411,,,,,1010,Limited Business License,,,23416.0,RENEW,,01/15/2010,02/03/2010,N,03/16/2010,03/15/2012,02/03/2010,02/04/2010,AAI,,,,,
2313699-20160316,2445679,388361,1,"A.C.S. Companies, Inc",Acme Credit Service,1124 S EIGHTH ST,SPRINGFIELD,IL,62703,,,,,4404,Regulated Business License,912,Debt Collecting - Administrative Commercial Office,2313699.0,RENEW,,01/15/2016,02/17/2016,N,03/16/2016,03/15/2018,02/17/2016,02/18/2016,AAI,,,,,
1517719-20070816,1834875,253599,2,"TRP DECORATING, INC.","TRP DECORATING, INC",17051  GREENWOOD,SOUTH HOLLAND,IL,60473,,,,,1010,Limited Business License,,,1517719.0,RENEW,,06/21/2007,08/13/2007,N,08/16/2007,08/15/2009,08/13/2007,08/14/2007,AAI,,,,,
1679027-20070216,1794940,300894,1,FERNANDO LIMON,FERNANDO LIMON,5412 W STATE RD,BURBANK,IL,60459,,,,,1604,"Peddler, non-food",,,1679027.0,RENEW,,12/20/2006,02/14/2007,N,02/16/2007,01/15/2008,,02/14/2007,AAI,,,,,
1224481-20070216,1775309,15051,5,ROTO-ROOTER SERVICES COMPANY,ROTO-ROOTER SERVICES COMPANY,1975-77  JOHN'S DR,GLENVIEW,IL,60025,,,,,1010,Limited Business License,,,1224481.0,RENEW,,12/20/2006,03/21/2007,N,02/16/2007,05/15/2009,03/21/2007,03/22/2007,AAI,,,,,
1244812-20031116,1438574,246350,1,PROM TEL COM INC,PROM TEL COM INC,11700 S MICHIGAN AVE,CHICAGO,IL,60628,9.0,7.0,9-7,5.0,1010,Limited Business License,,,1244812.0,RENEW,,09/26/2003,11/17/2003,N,11/16/2003,11/15/2004,11/17/2003,11/18/2003,AAI,,,41.681516116,-87.620771547,"(41.681516116015665, -87.62077154690859)"
1489171-20040331,1489171,275032,1,JAMES E DOLAN,JAMES E DOLAN,419  KEENEY ST 2ND,EVANSTON,IL,60202,,,,,1605,Street Performer,,,1489171.0,ISSUE,03/31/2004,03/31/2004,03/31/2004,N,03/31/2004,02/15/2005,,03/31/2004,AAI,,,,,
1738099-20170716,2532203,306632,1,"PIZZA SWEDE, INCORPORATED",RANALLIS,1508-1512 W BERWYN AVE,CHICAGO,IL,60640,40.0,43.0,40-43,20.0,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1738099.0,RENEW,,05/15/2017,06/15/2017,N,07/16/2017,07/15/2019,06/15/2017,06/19/2017,AAI,,22.0,41.978123358,-87.668755869,"(41.97812335776488, -87.6687558692362)"
2204265-20150316,2375142,6563,5,"DANLEY LUMBER CO., INC.",GARAGE 2017 LLC,620  ACADEMY DR 1ST,NORTHBROOK,IL,60062,,,,,4404,Regulated Business License,673,Home Repair Services,2204265.0,RENEW,,01/16/2015,02/17/2015,N,03/16/2015,03/15/2017,02/17/2015,02/18/2015,AAI,,,,,
2341867-20140709,2341867,372441,2,J & A PLUMBING & HEATING CORP,J & A PLUMBING & HEATING CORP,10 W RIDGE,PROSPECT HEIGHTS,IL,60070,,,,,4404,Regulated Business License,901 | 673,"Heating, Ventilation and Air Conditioning Services - Residential | Home Repair Services",2341867.0,C_LOC,07/09/2014,07/09/2014,07/09/2014,N,07/09/2014,06/15/2016,07/09/2014,07/09/2014,AAI,,,,,
1382211-20040216,1468853,266179,1,IBRAHIMS UNISEX,IBRAHIMS UNISEX,2635 1/2 W PETERSON AVE,CHICAGO,IL,60659,40.0,10.0,40-10,20.0,1010,Limited Business License,,,1382211.0,RENEW,,12/15/2003,01/09/2004,N,02/16/2004,02/15/2005,12/22/2003,01/12/2004,AAI,,,41.990352237,-87.695977532,"(41.99035223736771, -87.69597753185158)"
1645112-20170416,2512846,36700,2,CUSTOM ENVIROMENTAL INC,CUSTOM ENVIROMENTAL INC.,477  SUNNYSIDE AVE,GURNEE,IL,60031,,,,,1010,Limited Business License,,,1645112.0,RENEW,,02/15/2017,03/27/2017,N,04/16/2017,04/15/2019,03/27/2017,03/28/2017,AAI,,,,,
48428-20051116,1632690,56299,1,JANETTE MAYSONET,FLORES DEL AMOR,2611 W DIVISION ST  1ST,CHICAGO,IL,60622,26.0,61.0,26-61,12.0,1010,Limited Business License,,,48428.0,RENEW,,09/22/2005,11/04/2005,N,11/16/2005,11/15/2006,11/04/2005,11/07/2005,AAI,,,41.902853882,-87.692456021,"(41.90285388219202, -87.69245602134914)"
78326-20060216,1654654,23060,2,WON DOOR CORPORATION,WON DOOR CORPORATION,1865 S 3480 WEST  1ST,SALT LAKE CITY,UT,84104,,,,,1010,Limited Business License,,,78326.0,RENEW,,12/21/2005,01/23/2006,N,02/16/2006,02/15/2007,01/23/2006,01/24/2006,AAI,,,,,
1923021-20080813,1923021,335911,1,GARDNER FUNERAL HOME INC.,GARDNER FUNERAL HOME INC.,2533 W 71ST ST 1ST,CHICAGO,IL,60629,18.0,58.0,18-58,8.0,1010,Limited Business License,,,1923021.0,ISSUE,08/13/2008,08/13/2008,08/13/2008,N,08/13/2008,10/15/2009,08/13/2008,08/13/2008,AAI,,14.0,41.764527568,-87.686971594,"(41.76452756790334, -87.68697159401556)"
2207704-20131216,2291982,324359,2,LIVE WIRE ELECTRICAL SYSTEMS INC.,LIVE WIRE ELECTRICAL SYSTEMS,16341  FRONTAGE RD,OAK FOREST,IL,60452,,,,,4404,Regulated Business License,673,Home Repair Services,2207704.0,RENEW,,10/15/2013,11/07/2013,N,12/16/2013,12/15/2015,11/07/2013,11/08/2013,AAI,,,,,
1245431-20070216,1778282,29736,2,JOHN P TESCHKY INC,JOHN P TESCHKY INC,824  WAUKEGAN RD,NORTHBROOK,IL,60062,,,,,1010,Limited Business License,,,1245431.0,RENEW,,12/20/2006,01/10/2007,N,02/16/2007,05/15/2008,01/10/2007,01/11/2007,AAI,,,,,
2146825-20120327,2146825,328981,2,VR CONCRETE INC.,VR CONCRETE INC.,833  VALLEY STREAM RD,WHEELING,IL,60090,,,,,1011,Home Repair,,,2146825.0,C_LOC,03/27/2012,03/27/2012,03/27/2012,N,03/27/2012,03/15/2014,03/27/2012,03/27/2012,AAC,12/29/2012,,,,
1772328-20080916,1919707,312648,1,PFM ASSET MANAGEMENT LLC,PFM ASSET MANAGEMENT LLC,222 N LA SALLE ST 910,CHICAGO,IL,60601,42.0,9.0,42-9,1.0,1010,Limited Business License,,,1772328.0,RENEW,,07/15/2008,10/06/2008,N,09/16/2008,09/15/2010,10/06/2008,10/07/2008,AAI,,,41.886351604,-87.632613946,"(41.886351604488574, -87.63261394551859)"
1195901-20020216,1220689,221786,1,THE FATHER' SONS PAINTING,THE FATHER'S SONS PAINTING CORP.,14120 S TRACY ST 1 1R,RIVERDALE,IL,60827,,,,,1011,Home Repair,,,1195901.0,RENEW,,12/21/2001,02/15/2002,N,02/16/2002,02/15/2003,02/15/2002,02/19/2002,AAI,,,,,
1121919-20020216,1217877,210505,1,TOMASZ BLANDO,AIR FORCE,1340  GIESE RD,BATAVIA,IL,60510,,,,,1010,Limited Business License,,,1121919.0,RENEW,,12/21/2001,02/08/2002,N,02/16/2002,02/15/2003,02/08/2002,02/08/2002,AAI,,,,,
3643-20070216,1782863,62603,1,DANIEL TSE KIN LEE,GUEY LON RESTAURANT,3968 N ELSTON AVE 1ST,CHICAGO,IL,60618,45.0,29.0,45-29,17.0,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,3643.0,RENEW,,12/20/2006,02/08/2007,N,02/16/2007,03/15/2009,02/08/2007,02/09/2007,AAI,,,41.953332508,-87.718791723,"(41.95333250806868, -87.71879172290042)"
1682250-20100416,2018234,11017,1,ANNING JOHNSON CO,ANNING JOHNSON CO,1959  ANSON DR,MELROSE PARK,IL,60160,,,,,1010,Limited Business License,,,1682250.0,RENEW,,02/11/2010,03/26/2010,N,04/16/2010,04/15/2012,03/26/2010,03/29/2010,AAI,,,,,
1139470-20020216,1218429,212367,1,VALERIE ROSE GOMEZ,VALERIE GOMEZ,5108 W 32ND PL,CICERO,IL,60804,,,,,1525,Massage Therapist,,,1139470.0,RENEW,,12/21/2001,02/15/2002,N,02/16/2002,02/15/2003,02/15/2002,02/19/2002,AAI,,,,,
1548100-20041214,1548100,285794,1,ROMAN BUJDEI,PERMIT CONSULTANTS,9228  KNIGHT,DES PLAINES,IL,60016,,,,,1010,Limited Business License,,,1548100.0,ISSUE,12/13/2004,12/13/2004,12/13/2004,N,12/14/2004,02/15/2005,12/13/2004,12/14/2004,AAI,,,,,
1143594-20091016,1988802,214953,1,BRUCE MARTIN LLC,CARDINAL WAREHOUSE LIQUORS,3501 N CENTRAL AVE,CHICAGO,IL,60634,36.0,39.0,36-39,16.0,1781,Tobacco,763,Retail Sale of Tobacco,1143594.0,RENEW,,08/14/2009,09/11/2009,N,10/16/2009,10/15/2011,09/11/2009,09/14/2009,AAI,,,41.944099307,-87.766548046,"(41.94409930695949, -87.76654804609672)"
1576707-20070216,1790496,273179,2,DRAGOS ZLOTA,D & D HEATING & COOLING,3920 W LUNT,LINCOLNWOOD,IL,60712,,,,,1010,Limited Business License,,,1576707.0,RENEW,,12/20/2006,01/26/2007,N,02/16/2007,03/15/2009,01/26/2007,01/29/2007,AAI,,,,,
54616-20011116,1177184,18014,1,ROGERS PARK PRODUCE CO,ROGERS PARK FRUIT MARKET,7401 N CLARK ST  1,CHICAGO,IL,60626,49.0,11.0,49-11,24.0,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,54616.0,RENEW,,10/03/2001,10/24/2001,N,11/16/2001,11/15/2002,01/08/2002,01/09/2002,AAI,,24.0,42.015923342,-87.675041025,"(42.01592334174168, -87.67504102462631)"
3114-20040216,1448573,2810,1,BODINE ELECTRIC CO,BODINE ELECTRIC CO,201  NORTHFIELD RD,NORTHFIELD,IL,60093,47.0,9.0,47-9,19.0,1009,Manufacturing Establishments,,,3114.0,RENEW,,12/15/2003,01/12/2004,N,02/16/2004,02/15/2005,12/22/2003,01/13/2004,AAI,,,,,
1741819-20060825,1741819,308369,1,"B H MASONRY, INC.","B H MASONRY, INC.",2635  HAYMOND AVE,RIVER GROVE,IL,60171,,,,,1010,Limited Business License,,,1741819.0,ISSUE,08/22/2006,08/24/2006,08/24/2006,N,08/25/2006,02/15/2007,08/24/2006,08/25/2006,AAI,,,,,
1985341-20090721,1985341,345696,1,JOSHUA M. HOLM,JOSHUA M. HOLM,1377  PROSSER  1,SYCAMORE,IL,60178,,,,,1605,Street Performer,,,1985341.0,ISSUE,07/21/2009,07/21/2009,07/21/2009,N,07/21/2009,08/15/2011,,07/21/2009,AAI,,,,,
52724-20060216,1653693,17693,2,JOHN RENDINA CONSTRUCTION CORP,JOHN REDINA CONSTRUCTION CORP,13424  HUNTMASTER LN,LEMONT,IL,60439,,,,,1010,Limited Business License,,,52724.0,RENEW,,12/21/2005,01/27/2006,N,02/16/2006,02/15/2007,01/27/2006,01/30/2006,AAI,,,,,
69301-20050216,1552684,21147,1,JOHN'S ROOFING & CONSTRUCTION INC.,JOHN'S ROOFING & CONSTRUCTION INC.,108  SELL RD,ELK GROVE,IL,60007,,,,,1010,Limited Business License,,,69301.0,RENEW,,12/20/2004,01/11/2005,N,02/16/2005,02/15/2006,01/11/2005,01/12/2005,AAI,,,,,
77191-20020216,1202567,22773,2,KEN BUELTMANN,WIR BAUEN CONSTRUCTION,818  REBA PL,EVANSTON,IL,60202,,,,,1011,Home Repair,,,77191.0,RENEW,,12/20/2001,04/05/2002,N,02/16/2002,02/15/2003,04/05/2002,04/08/2002,AAI,,,,,
83662-20030216,1316600,50187,1,CRNE INC,CRNE'S ENVIRONMENTAL CONTROL,1861  PFINGSTEN RD 1ST,NORTHBROOK,IL,60062,,,,,1010,Limited Business License,,,83662.0,RENEW,,12/17/2002,01/08/2003,N,02/16/2003,02/15/2004,01/08/2003,01/09/2003,AAI,,,,,
1479912-20040316,1479912,274393,1,KELVIN E MC COLLUM,KELVIN E MC COLLUM,3923  MADISON ST,BELLWOOD,IL,60104,,,,,1604,"Peddler, non-food",,,1479912.0,ISSUE,03/16/2004,03/16/2004,03/16/2004,N,03/16/2004,02/15/2005,,03/16/2004,AAI,,,,,
1471104-20040216,1573613,271588,1,KIMISAN F COSTELLO,REVELATIONS OF BEAUTY,242 W SLADE ST,PALATINE,IL,60067,,,,,1010,Limited Business License,,,1471104.0,RENEW,,01/05/2005,,N,02/16/2004,02/15/2005,,01/05/2005,AAI,,,,,
1333329-20040216,1451745,21603,3,HVAC & GEOTECH SYSTEMS INC,HVAC & GOETECH SYSTEMS INC.,3945  OAKTON ST,SKOKIE,IL,60076,,,,,1010,Limited Business License,,,1333329.0,RENEW,,12/15/2003,01/20/2004,N,02/16/2004,02/15/2005,12/22/2003,01/21/2004,AAI,,,,,
2153519-20121116,2187750,316363,2,"FREIGHT EXCHANGE OF NORTH AMERICA, LLC",Freight Exchange of North America (or FX),1765 N ELSTON AVE 2ND AND 3RD FLOORS,CHICAGO,IL,60622,2.0,,2-,,1010,Limited Business License,,,2153519.0,RENEW,,09/14/2012,10/22/2012,N,11/16/2012,11/15/2014,10/22/2012,10/23/2012,AAI,,,41.914742609,-87.664978327,"(41.9147426090437, -87.66497832743869)"
1167167-20030216,1324745,217253,1,ZORKA SPASSOVA STOTZEVA,ZORKA SPASSOVA  STOITZEVA,1263  WYNDHAM   104,PALATINE,IL,60074,,,,,1525,Massage Therapist,,,1167167.0,RENEW,,12/17/2002,02/06/2003,N,02/16/2003,02/15/2004,02/06/2003,02/07/2003,AAI,,,,,
1771760-20061214,1771760,312378,1,"WOOFER SOUND 2, INC.",WOOFER SOUND,2500 N MILWAUKEE AVE  123,CHICAGO,IL,60647,32.0,30.0,32-30,14.0,1010,Limited Business License,,,1771760.0,ISSUE,12/06/2006,12/13/2006,12/13/2006,N,12/14/2006,11/15/2007,12/13/2006,12/14/2006,AAI,,,41.926736598,-87.703827827,"(41.92673659835983, -87.70382782692913)"
1303523-20021211,1303523,255850,1,NATALIYA BYNDAS,NATALIYA BYNDAS,824 E OLD WILLOW RD  212,PROSPECT HEIGHTS,IL,60070,,,,,1525,Massage Therapist,,,1303523.0,ISSUE,11/13/2002,11/13/2002,11/13/2002,N,12/11/2002,02/15/2003,12/10/2002,12/11/2002,AAI,,,,,
45170-20020816,1257227,35705,1,LAURENCE J JONES,JONES ELECTRICAL,1384  WOODLAND LN 1ST,RIVERWOODS,IL,60015,,,,,1010,Limited Business License,,,45170.0,RENEW,,06/28/2002,08/03/2002,N,08/16/2002,08/15/2003,08/03/2002,08/05/2002,AAI,,,,,
2158235-20120611,2158235,373043,1,"BRINES REFRIGERATION,HEATING & COOLING, INC.","BRINES REFRIGERATION,HEATING & COOLING, INC.",26400  SOUTHFIELD RD,LATHRUP VILLAGE,MI,48076,,,,,1010,Limited Business License,902,"Heating, Ventilation and Air Conditioning Services - Commercial",2158235.0,ISSUE,06/08/2012,06/08/2012,06/08/2012,N,06/11/2012,06/15/2014,06/08/2012,06/11/2012,AAI,,,,,
2188965-20120917,2188965,375733,1,BRADLEY J MEYER,BRAD JOHNATHAN MEYER,613  RAINTREE RD,BUFFALO GROVE,IL,60089,,,,,1605,Street Performer,,,2188965.0,ISSUE,09/17/2012,09/17/2012,09/17/2012,N,09/17/2012,10/15/2014,,09/17/2012,AAC,12/29/2012,,,,
1333053-20060216,1660963,59478,3,PETER STACHOWICZ,PETERS OAK FLOORING CO.,4705 N NEW CASTLE AVE,HARWOOD HEIGHTS,IL,60706,,,,,1010,Limited Business License,,,1333053.0,RENEW,,12/21/2005,02/23/2006,N,02/16/2006,02/15/2007,02/23/2006,02/24/2006,AAI,,,,,
1884773-20100116,2007510,326278,1,"GET WELL, INC.",ACCESSIBLE HOME HEALTH CARE OF LAKE COUNTY,1020  MILWAUKEE AVE 2ND 227,DEERFIELD,IL,60015,,,,,1010,Limited Business License,,,1884773.0,RENEW,,11/16/2009,11/30/2009,N,01/16/2010,01/15/2012,11/30/2009,12/01/2009,AAI,,29.0,41.900342757,-87.661998598,"(41.90034275684055, -87.66199859843073)"
